km_driven,mileage,age,Petrol,Diesel,Electric,fuel_type
70000,16.0,8,0,1,0,Diesel
34900,13.7,9,1,0,0,Petrol
15000,20.51,5,1,0,0,Petrol
55000,18.9,8,1,0,0,Petrol
7000,13.68,6,0,1,0,Diesel
65000,14.53,14,1,0,0,Petrol
52000,28.09,7,0,1,0,Diesel
33000,22.37,6,1,0,0,Petrol
3300,19.02,5,1,0,0,Petrol
85000,26.59,8,0,1,0,Diesel
72980,23.2,8,0,1,0,Diesel
59819,18.16,6,1,0,0,Petrol
87000,20.0,10,0,1,0,Diesel
58000,14.53,14,1,0,0,Petrol
37000,19.0,13,1,0,0,Petrol
92000,12.8,7,0,1,0,Diesel
30000,24.3,5,0,1,0,Diesel
11800,25.32,7,0,1,0,Diesel
49000,22.54,9,0,1,0,Diesel
10000,15.1,3,0,1,0,Diesel
80000,21.64,11,0,1,0,Diesel
36000,18.9,9,1,0,0,Petrol
33000,15.85,7,1,0,0,Petrol
98499,19.7,13,1,0,0,Petrol
20000,23.84,5,1,0,0,Petrol
157000,20.45,9,0,1,0,Diesel
14917,21.94,5,0,0,0,Petrol
54750,15.4,7,1,0,0,Petrol
120000,22.95,6,0,1,0,Diesel
28000,28.4,5,0,1,0,Diesel
118321,13.68,7,0,1,0,Diesel
85000,19.98,8,0,1,0,Diesel
11400,20.52,4,1,0,0,Petrol
53000,16.1,14,1,0,0,Petrol
50000,28.4,6,0,1,0,Diesel
87360,14.84,9,0,1,0,Diesel
80416,23.95,11,1,0,0,Petrol
120000,19.3,12,0,1,0,Diesel
70000,13.5,16,1,0,0,Petrol
51000,25.44,11,0,1,0,Diesel
55000,21.79,10,1,0,0,Petrol
70000,18.6,9,1,0,0,Petrol
110000,23.59,10,0,1,0,Diesel
120000,17.3,19,1,0,0,Petrol
33000,12.9,4,0,1,0,Diesel
70000,21.21,6,1,0,0,Petrol
50500,20.71,6,1,0,0,Petrol
4386,17.4,3,1,0,0,Petrol
35000,13.0,9,1,0,0,Petrol
70000,18.9,14,1,0,0,Petrol
35000,23.1,8,1,0,0,Petrol
70000,21.9,11,0,1,0,Diesel
68000,19.4,11,1,0,0,Petrol
39000,20.92,10,1,0,0,Petrol
46400,15.4,7,0,1,0,Diesel
36000,18.9,4,1,0,0,Petrol
70000,19.7,13,1,0,0,Petrol
41000,18.5,8,1,0,0,Petrol
74000,17.11,13,0,1,0,Diesel
16342,18.0,14,1,0,0,Petrol
15408,18.9,9,1,0,0,Petrol
80000,20.54,10,0,1,0,Diesel
120000,23.4,9,0,1,0,Diesel
30000,13.68,5,0,1,0,Diesel
39000,15.1,5,0,1,0,Diesel
47800,14.8,5,1,0,0,Petrol
56405,14.7,12,1,0,0,Petrol
42267,25.83,6,0,1,0,Diesel
51000,21.21,8,0,1,0,Diesel
52000,20.36,10,1,0,0,Petrol
64029,17.8,7,1,0,0,Petrol
43000,14.53,12,1,0,0,Petrol
61000,19.87,8,0,1,0,Diesel
72000,20.14,7,0,1,0,Diesel
35000,16.78,9,1,0,0,Petrol
28000,18.6,4,1,0,0,Petrol
62000,23.65,7,0,1,0,Diesel
33000,17.8,5,1,0,0,Petrol
27000,24.3,7,0,1,0,Diesel
70000,28.4,5,0,1,0,Diesel
73000,25.47,10,0,1,0,Diesel
17000,15.1,5,1,0,0,Petrol
40667,25.0,6,0,1,0,Diesel
35000,25.32,3,0,1,0,Diesel
60000,19.7,14,1,0,0,Petrol
55000,11.1,6,1,0,0,Petrol
64000,33.54,10,0,0,0,Petrol
62000,15.1,8,0,0,0,Petrol
40000,17.0,7,1,0,0,Petrol
60000,13.5,12,0,1,0,Diesel
50001,21.8,10,0,1,0,Diesel
39000,25.17,5,1,0,0,Petrol
2000,22.48,2,0,1,0,Diesel
90000,17.92,14,1,0,0,Petrol
120000,19.3,12,0,1,0,Diesel
90000,13.6,15,0,1,0,Diesel
70000,24.52,6,0,1,0,Diesel
62000,25.2,9,0,1,0,Diesel
40000,21.94,13,0,0,0,Petrol
51000,17.0,14,1,0,0,Petrol
35575,22.54,5,0,1,0,Diesel
75000,23.4,6,0,1,0,Diesel
57700,18.6,8,1,0,0,Petrol
90000,20.36,13,1,0,0,Petrol
22000,21.21,5,1,0,0,Petrol
185000,25.44,8,0,1,0,Diesel
90000,11.36,7,0,1,0,Diesel
48500,23.01,5,1,0,0,Petrol
38982,18.16,8,1,0,0,Petrol
72000,14.66,10,0,1,0,Diesel
113000,21.79,14,1,0,0,Petrol
120000,28.4,5,0,1,0,Diesel
95000,20.34,9,0,1,0,Diesel
36658,23.4,9,0,1,0,Diesel
66000,20.5,11,0,1,0,Diesel
54000,23.0,6,0,1,0,Diesel
27000,11.36,5,0,1,0,Diesel
35000,21.4,5,1,0,0,Petrol
124000,23.4,6,0,1,0,Diesel
120000,20.77,10,0,1,0,Diesel
70000,21.1,9,1,0,0,Petrol
17865,21.4,6,1,0,0,Petrol
72000,13.68,7,0,1,0,Diesel
60000,23.95,8,1,0,0,Petrol
91346,15.04,6,0,1,0,Diesel
56000,16.47,10,1,0,0,Petrol
14000,18.2,6,1,0,0,Petrol
20000,15.0,9,1,0,0,Petrol
38000,17.97,10,1,0,0,Petrol
8001,15.37,3,1,0,0,Petrol
68000,21.1,9,1,0,0,Petrol
35000,19.0,5,1,0,0,Petrol
60000,24.3,5,0,1,0,Diesel
25000,20.73,8,1,0,0,Petrol
66733,19.01,10,0,1,0,Diesel
50000,19.7,15,1,0,0,Petrol
54000,22.32,12,0,1,0,Diesel
80000,16.0,7,0,1,0,Diesel
179000,19.01,9,0,1,0,Diesel
60000,22.0,5,1,0,0,Petrol
65209,22.9,10,0,1,0,Diesel
10000,21.21,4,1,0,0,Petrol
33000,27.28,6,0,1,0,Diesel
32103,20.92,11,1,0,0,Petrol
30000,23.84,6,1,0,0,Petrol
15000,18.88,6,0,1,0,Diesel
52000,26.59,8,0,1,0,Diesel
80000,19.0,17,1,0,0,Petrol
111000,11.57,7,0,1,0,Diesel
25000,22.74,7,1,0,0,Petrol
32000,28.4,6,0,1,0,Diesel
37000,24.7,5,1,0,0,Petrol
25000,18.0,5,1,0,0,Petrol
67000,16.0,7,0,1,0,Diesel
89635,13.6,8,0,1,0,Diesel
59000,24.0,14,0,1,0,Diesel
100000,23.0,11,0,1,0,Diesel
3500,22.54,4,0,1,0,Diesel
42000,17.32,5,0,1,0,Diesel
58802,18.9,7,1,0,0,Petrol
54000,18.6,6,1,0,0,Petrol
20700,23.9,6,1,0,0,Petrol
42000,17.21,9,1,0,0,Petrol
120000,15.4,7,0,1,0,Diesel
65001,12.05,12,0,1,0,Diesel
38000,23.4,7,0,1,0,Diesel
50000,20.51,10,1,0,0,Petrol
128000,12.63,7,0,1,0,Diesel
49000,14.21,12,0,1,0,Diesel
85000,17.0,7,1,0,0,Petrol
44000,18.12,9,0,1,0,Diesel
46000,17.5,9,1,0,0,Petrol
85263,25.2,7,0,1,0,Diesel
60000,17.0,5,1,0,0,Petrol
71000,16.8,12,1,0,0,Petrol
51000,17.8,7,1,0,0,Petrol
60000,21.1,12,0,1,0,Diesel
41000,26.59,6,0,1,0,Diesel
14183,22.3,7,1,0,0,Petrol
120000,14.0,14,0,1,0,Diesel
70000,15.3,16,1,0,0,Petrol
84918,17.01,8,0,1,0,Diesel
49000,17.21,8,1,0,0,Petrol
51597,24.0,8,0,1,0,Diesel
37039,14.28,8,1,0,0,Petrol
46852,22.9,7,0,1,0,Diesel
64684,20.36,15,1,0,0,Petrol
151315,24.0,9,0,1,0,Diesel
70000,17.3,15,0,0,0,Petrol
3700,18.6,3,1,0,0,Petrol
35000,17.0,10,1,0,0,Petrol
40000,21.1,9,1,0,0,Petrol
46000,13.68,5,0,1,0,Diesel
74000,12.99,14,0,1,0,Diesel
198565,10.5,20,0,1,0,Diesel
46000,26.0,9,0,1,0,Diesel
64000,25.17,7,1,0,0,Petrol
288486,24.2,8,0,1,0,Diesel
34000,22.48,5,0,1,0,Diesel
40580,22.74,10,1,0,0,Petrol
48000,32.52,8,0,0,0,Petrol
60000,19.4,10,1,0,0,Petrol
69000,18.5,13,1,0,0,Petrol
35000,24.0,5,0,1,0,Diesel
70000,18.0,6,1,0,0,Petrol
18000,18.0,5,0,1,0,Diesel
50000,16.55,5,0,1,0,Diesel
35000,22.54,6,0,1,0,Diesel
100000,26.59,7,0,1,0,Diesel
56468,20.36,11,1,0,0,Petrol
57210,20.36,9,1,0,0,Petrol
34000,18.9,10,1,0,0,Petrol
27000,17.9,4,0,1,0,Diesel
18000,16.0,6,0,1,0,Diesel
64000,30.46,10,0,0,0,Petrol
72396,19.01,10,0,1,0,Diesel
32000,23.84,6,1,0,0,Petrol
76500,19.01,9,0,1,0,Diesel
15200,17.0,4,0,1,0,Diesel
50000,17.19,6,1,0,0,Petrol
29444,19.4,8,1,0,0,Petrol
90000,21.19,5,0,1,0,Diesel
43405,25.32,7,0,1,0,Diesel
13420,17.5,6,1,0,0,Petrol
7000,23.95,6,1,0,0,Petrol
22000,15.96,10,0,1,0,Diesel
213000,14.0,9,0,1,0,Diesel
13200,19.44,5,1,0,0,Petrol
104000,12.65,8,0,1,0,Diesel
32000,16.55,9,0,1,0,Diesel
40000,22.0,5,1,0,0,Petrol
57000,26.59,8,0,1,0,Diesel
100000,22.54,9,0,1,0,Diesel
213813,17.5,16,0,1,0,Diesel
75000,21.1,11,1,0,0,Petrol
37294,14.28,7,1,0,0,Petrol
45833,19.59,8,0,1,0,Diesel
62000,19.7,13,1,0,0,Petrol
78430,25.5,5,0,1,0,Diesel
25000,18.1,6,1,0,0,Petrol
20000,19.0,13,1,0,0,Petrol
136000,12.55,10,0,1,0,Diesel
25000,28.09,7,0,1,0,Diesel
25000,17.8,10,0,1,0,Diesel
18000,22.69,6,0,1,0,Diesel
60000,12.9,6,0,1,0,Diesel
29500,21.21,5,1,0,0,Petrol
5000,20.8,4,0,1,0,Diesel
40000,10.0,12,0,1,0,Diesel
90000,15.1,9,0,1,0,Diesel
11169,22.7,7,1,0,0,Petrol
22506,17.0,5,1,0,0,Petrol
70000,24.0,8,0,1,0,Diesel
63000,13.2,12,0,1,0,Diesel
45000,28.4,8,0,1,0,Diesel
66000,14.16,8,0,1,0,Diesel
11437,18.5,6,1,0,0,Petrol
70000,17.01,10,1,0,0,Petrol
35000,28.4,5,0,1,0,Diesel
49650,19.7,13,1,0,0,Petrol
45000,16.55,10,0,1,0,Diesel
66391,14.28,14,1,0,0,Petrol
90000,20.51,6,1,0,0,Petrol
39838,16.0,8,0,1,0,Diesel
51000,15.1,9,0,1,0,Diesel
70000,25.1,6,0,1,0,Diesel
75000,23.59,11,0,1,0,Diesel
50000,23.95,7,1,0,0,Petrol
70000,24.0,7,0,1,0,Diesel
40000,20.63,9,1,0,0,Petrol
4900,20.0,9,0,1,0,Diesel
20000,18.0,9,1,0,0,Petrol
90000,16.73,11,0,1,0,Diesel
60000,20.3,5,1,0,0,Petrol
35803,22.0,7,0,1,0,Diesel
100000,17.0,12,1,0,0,Petrol
9000,23.84,5,1,0,0,Petrol
57215,20.36,15,1,0,0,Petrol
56000,17.8,16,1,0,0,Petrol
10000,25.6,6,0,1,0,Diesel
86000,23.95,13,1,0,0,Petrol
25000,18.6,12,1,0,0,Petrol
65000,24.3,7,0,1,0,Diesel
50000,20.92,10,1,0,0,Petrol
42000,23.95,8,1,0,0,Petrol
120000,15.4,8,0,1,0,Diesel
19000,18.6,7,1,0,0,Petrol
110000,15.2,11,0,1,0,Diesel
12617,17.1,5,1,0,0,Petrol
72000,28.09,7,0,1,0,Diesel
29000,17.1,6,0,1,0,Diesel
17000,17.71,7,1,0,0,Petrol
13600,22.0,5,1,0,0,Petrol
55000,21.1,8,1,0,0,Petrol
349000,21.14,9,0,1,0,Diesel
29000,23.0,5,0,1,0,Diesel
60000,18.88,10,1,0,0,Petrol
35000,24.3,5,0,1,0,Diesel
50000,13.68,7,0,1,0,Diesel
55000,18.49,7,0,1,0,Diesel
55000,17.01,7,0,1,0,Diesel
48000,18.5,8,1,0,0,Petrol
52000,21.14,8,0,1,0,Diesel
45000,22.9,8,0,1,0,Diesel
43000,16.36,9,0,1,0,Diesel
18263,21.4,6,1,0,0,Petrol
120000,18.5,13,1,0,0,Petrol
78000,20.92,13,1,0,0,Petrol
46583,25.17,7,1,0,0,Petrol
165856,18.8,13,0,1,0,Diesel
60000,22.32,10,0,1,0,Diesel
30000,22.0,5,1,0,0,Petrol
120000,18.9,21,1,0,0,Petrol
90000,20.45,9,0,1,0,Diesel
102007,20.68,10,0,1,0,Diesel
60000,26.6,6,0,0,0,Petrol
32500,23.03,12,0,1,0,Diesel
50000,17.5,7,1,0,0,Petrol
44000,14.28,7,1,0,0,Petrol
64332,14.21,12,0,1,0,Diesel
157000,25.0,7,0,1,0,Diesel
39000,23.1,9,1,0,0,Petrol
20000,21.4,7,1,0,0,Petrol
58000,21.4,7,1,0,0,Petrol
21346,15.7,8,1,0,0,Petrol
25000,25.17,7,1,0,0,Petrol
35000,22.1,5,0,1,0,Diesel
70000,18.5,13,1,0,0,Petrol
70000,28.4,6,0,1,0,Diesel
21000,15.0,7,0,1,0,Diesel
40000,28.09,6,0,1,0,Diesel
95094,24.0,9,0,1,0,Diesel
50000,23.08,10,0,1,0,Diesel
56000,26.0,12,1,0,0,Petrol
76000,23.59,7,0,1,0,Diesel
90000,18.49,8,0,1,0,Diesel
35000,25.4,9,1,0,0,Petrol
46000,26.59,7,0,1,0,Diesel
12000,25.83,5,0,1,0,Diesel
61000,18.16,8,1,0,0,Petrol
80000,26.21,8,0,1,0,Diesel
71400,27.3,7,0,1,0,Diesel
95000,13.6,15,0,1,0,Diesel
30000,20.89,6,1,0,0,Petrol
49000,24.0,8,0,1,0,Diesel
56660,18.5,13,1,0,0,Petrol
42000,23.84,5,1,0,0,Petrol
32525,16.5,5,0,1,0,Diesel
107000,12.0,9,0,1,0,Diesel
58000,21.2,8,0,1,0,Diesel
57000,16.95,11,1,0,0,Petrol
48000,28.4,6,0,1,0,Diesel
12000,21.0,3,0,1,0,Diesel
70000,23.2,7,0,1,0,Diesel
87500,25.32,7,0,1,0,Diesel
39500,19.4,11,1,0,0,Petrol
15300,23.01,5,1,0,0,Petrol
40434,17.0,12,1,0,0,Petrol
5000,18.2,4,1,0,0,Petrol
85000,17.11,9,0,1,0,Diesel
61000,23.4,11,0,1,0,Diesel
26000,16.36,9,0,1,0,Diesel
46706,17.1,6,0,1,0,Diesel
112000,23.4,10,0,1,0,Diesel
64576,21.5,8,0,1,0,Diesel
58000,13.68,5,0,1,0,Diesel
40000,17.0,10,1,0,0,Petrol
147626,18.9,13,1,0,0,Petrol
70000,23.59,11,0,1,0,Diesel
62063,14.3,9,1,0,0,Petrol
39000,12.37,9,1,0,0,Petrol
20000,18.9,7,1,0,0,Petrol
56890,18.9,11,1,0,0,Petrol
33181,18.6,6,1,0,0,Petrol
270000,12.99,10,0,1,0,Diesel
84000,26.59,7,0,1,0,Diesel
45000,18.9,8,1,0,0,Petrol
38361,18.5,11,1,0,0,Petrol
67000,20.36,12,1,0,0,Petrol
68000,18.9,8,1,0,0,Petrol
82000,22.0,13,1,0,0,Petrol
170000,15.4,6,1,0,0,Petrol
145000,20.54,12,0,1,0,Diesel
40000,13.6,16,0,1,0,Diesel
44000,21.1,7,1,0,0,Petrol
74000,21.1,8,1,0,0,Petrol
70000,12.0,7,0,1,0,Diesel
130000,12.99,11,0,1,0,Diesel
70000,22.74,8,1,0,0,Petrol
70000,25.2,6,0,1,0,Diesel
82935,26.59,5,0,1,0,Diesel
135000,22.1,9,0,1,0,Diesel
45000,24.3,6,0,1,0,Diesel
16000,18.27,4,1,0,0,Petrol
70000,15.96,9,0,1,0,Diesel
15000,25.6,4,0,1,0,Diesel
67000,14.6,10,0,0,0,Petrol
63000,15.0,16,1,0,0,Petrol
43330,21.5,6,0,1,0,Diesel
78000,19.5,11,0,1,0,Diesel
40000,24.7,5,1,0,0,Petrol
50000,18.7,7,1,0,0,Petrol
100000,22.32,10,0,1,0,Diesel
71900,24.0,7,0,1,0,Diesel
55000,21.14,5,0,1,0,Diesel
10000,18.9,4,1,0,0,Petrol
43779,20.51,10,1,0,0,Petrol
190000,22.54,8,0,1,0,Diesel
47000,18.5,7,0,1,0,Diesel
81000,22.7,9,0,1,0,Diesel
55496,15.4,8,0,1,0,Diesel
10000,18.9,5,1,0,0,Petrol
79330,17.0,11,1,0,0,Petrol
62000,19.0,7,1,0,0,Petrol
86032,13.68,6,0,1,0,Diesel
89000,22.32,9,0,1,0,Diesel
45000,15.04,10,1,0,0,Petrol
35000,22.0,5,0,1,0,Diesel
78000,16.55,10,0,1,0,Diesel
45000,22.0,5,1,0,0,Petrol
40000,19.7,16,1,0,0,Petrol
90000,15.26,15,1,0,0,Petrol
48000,17.3,8,0,1,0,Diesel
46000,22.48,6,0,1,0,Diesel
67000,12.99,11,0,1,0,Diesel
70035,21.79,12,0,1,0,Diesel
32000,18.6,6,1,0,0,Petrol
16249,18.9,6,1,0,0,Petrol
50000,20.62,5,1,0,0,Petrol
57000,16.0,7,0,1,0,Diesel
20000,18.6,5,1,0,0,Petrol
25656,17.5,6,1,0,0,Petrol
10000,14.23,4,1,0,0,Petrol
5000,21.21,3,1,0,0,Petrol
10000,18.9,8,1,0,0,Petrol
67000,15.4,8,0,1,0,Diesel
20000,18.9,6,1,0,0,Petrol
14000,19.56,4,1,0,0,Petrol
7000,17.7,7,1,0,0,Petrol
52120,15.04,11,1,0,0,Petrol
80000,22.7,6,1,0,0,Petrol
63699,21.21,9,1,0,0,Petrol
68000,11.7,9,0,1,0,Diesel
23251,17.01,7,1,0,0,Petrol
62338,23.95,9,1,0,0,Petrol
70000,22.07,10,0,1,0,Diesel
28000,17.8,6,1,0,0,Petrol
140000,16.2,13,0,1,0,Diesel
80000,23.0,8,0,1,0,Diesel
45874,26.6,5,0,0,0,Petrol
32000,11.0,6,0,1,0,Diesel
25000,17.05,8,0,1,0,Diesel
66600,19.08,12,0,1,0,Diesel
68800,17.68,10,0,1,0,Diesel
71841,21.38,6,0,1,0,Diesel
58000,33.44,5,0,0,0,Petrol
120000,13.68,6,0,1,0,Diesel
10000,24.04,6,1,0,0,Petrol
35000,15.6,11,1,0,0,Petrol
40000,13.1,8,1,0,0,Petrol
38000,25.2,8,0,1,0,Diesel
60000,22.7,10,0,1,0,Diesel
50000,14.6,9,0,0,0,Petrol
88194,16.9,9,1,0,0,Petrol
60000,26.59,7,0,1,0,Diesel
67000,12.83,9,0,1,0,Diesel
40000,21.0,12,0,1,0,Diesel
28117,20.85,7,1,0,0,Petrol
120000,22.9,11,0,1,0,Diesel
48000,15.5,11,1,0,0,Petrol
71000,13.7,12,1,0,0,Petrol
15000,25.32,5,0,1,0,Diesel
18056,20.4,8,1,0,0,Petrol
25000,17.19,6,1,0,0,Petrol
72000,25.8,8,0,1,0,Diesel
19838,18.15,6,1,0,0,Petrol
78000,18.6,8,1,0,0,Petrol
36000,16.1,10,1,0,0,Petrol
80000,25.5,6,0,1,0,Diesel
50000,19.87,5,0,1,0,Diesel
27000,11.36,5,0,1,0,Diesel
70000,19.1,9,1,0,0,Petrol
23000,18.53,6,0,1,0,Diesel
100000,15.1,8,0,1,0,Diesel
63200,20.45,9,0,1,0,Diesel
117000,25.1,9,0,1,0,Diesel
45000,20.0,10,0,1,0,Diesel
40000,13.5,17,0,1,0,Diesel
40962,18.5,10,1,0,0,Petrol
76165,19.3,3,0,1,0,Diesel
28000,16.36,9,0,1,0,Diesel
68500,15.04,12,1,0,0,Petrol
60000,24.4,6,0,1,0,Diesel
63000,18.9,13,1,0,0,Petrol
60942,20.14,8,0,1,0,Diesel
30000,24.0,6,0,1,0,Diesel
33000,21.21,5,1,0,0,Petrol
60000,13.9,12,1,0,0,Petrol
72000,26.59,8,0,1,0,Diesel
53000,19.01,10,0,1,0,Diesel
47000,16.8,9,1,0,0,Petrol
41000,25.83,8,0,1,0,Diesel
95000,12.07,9,0,1,0,Diesel
200200,18.6,13,1,0,0,Petrol
72000,22.77,7,0,1,0,Diesel
76300,17.92,8,1,0,0,Petrol
9500,21.01,4,1,0,0,Petrol
54000,23.65,7,0,1,0,Diesel
36000,24.3,6,0,1,0,Diesel
36000,23.0,5,0,1,0,Diesel
50000,20.85,7,1,0,0,Petrol
40000,23.01,6,1,0,0,Petrol
53000,22.07,10,0,1,0,Diesel
8000,17.99,4,1,0,0,Petrol
5000,17.5,6,1,0,0,Petrol
49000,16.6,7,1,0,0,Petrol
5000,22.05,3,1,0,0,Petrol
150000,12.8,13,0,1,0,Diesel
4065,18.7,4,1,0,0,Petrol
50000,18.9,9,1,0,0,Petrol
98000,26.0,9,0,1,0,Diesel
81131,17.2,11,0,1,0,Diesel
80182,17.2,9,0,1,0,Diesel
50000,28.4,6,0,1,0,Diesel
67000,17.6,12,1,0,0,Petrol
56000,14.53,12,1,0,0,Petrol
40000,20.14,5,1,0,0,Petrol
80000,13.93,14,0,1,0,Diesel
66251,19.1,9,1,0,0,Petrol
100000,15.42,10,0,1,0,Diesel
124000,19.0,12,1,0,0,Petrol
54000,20.65,9,0,1,0,Diesel
16000,17.9,6,0,1,0,Diesel
46758,18.9,6,1,0,0,Petrol
10000,24.7,6,1,0,0,Petrol
32895,22.05,4,1,0,0,Petrol
11000,20.89,5,1,0,0,Petrol
5000,21.4,4,1,0,0,Petrol
25000,20.89,5,1,0,0,Petrol
70000,23.4,10,0,1,0,Diesel
85000,19.0,12,1,0,0,Petrol
99590,17.8,13,0,1,0,Diesel
8500,20.89,4,1,0,0,Petrol
51000,19.4,9,1,0,0,Petrol
60000,13.5,13,0,1,0,Diesel
5000,21.21,3,1,0,0,Petrol
20000,21.1,9,1,0,0,Petrol
68000,12.05,11,0,1,0,Diesel
65000,17.8,8,1,0,0,Petrol
24000,21.79,7,1,0,0,Petrol
62000,20.14,7,0,1,0,Diesel
8800,21.4,4,1,0,0,Petrol
10229,17.4,4,1,0,0,Petrol
20000,18.5,10,1,0,0,Petrol
28600,25.17,6,1,0,0,Petrol
20000,24.7,5,1,0,0,Petrol
36000,23.1,7,1,0,0,Petrol
77000,15.3,14,1,0,0,Petrol
72279,14.21,9,0,1,0,Diesel
25500,21.21,4,1,0,0,Petrol
61173,27.62,7,0,1,0,Diesel
91000,28.4,6,0,1,0,Diesel
57000,17.0,12,1,0,0,Petrol
51000,15.4,9,0,1,0,Diesel
35000,15.4,6,0,1,0,Diesel
15000,13.68,4,0,1,0,Diesel
113000,18.48,8,0,1,0,Diesel
200000,17.2,13,0,1,0,Diesel
68000,15.11,9,0,1,0,Diesel
87000,25.8,9,0,1,0,Diesel
35200,14.7,7,1,0,0,Petrol
52000,19.3,11,0,1,0,Diesel
67833,19.7,14,1,0,0,Petrol
58500,19.67,7,0,1,0,Diesel
61154,20.51,10,1,0,0,Petrol
68000,15.04,5,0,1,0,Diesel
55812,18.9,14,1,0,0,Petrol
45000,22.95,4,0,1,0,Diesel
60000,14.49,8,0,1,0,Diesel
25000,17.0,5,1,0,0,Petrol
50060,11.7,14,1,0,0,Petrol
47754,22.7,10,0,1,0,Diesel
36036,19.69,6,1,0,0,Petrol
46000,18.9,6,1,0,0,Petrol
68000,19.0,12,1,0,0,Petrol
70000,22.54,8,0,1,0,Diesel
56500,23.2,9,0,1,0,Diesel
7557,16.11,4,1,0,0,Petrol
48000,14.28,7,1,0,0,Petrol
62900,20.92,12,1,0,0,Petrol
60682,19.3,12,0,1,0,Diesel
27000,8.6,17,1,0,0,Petrol
30000,15.37,9,1,0,0,Petrol
120000,26.59,8,0,1,0,Diesel
87000,21.5,5,0,1,0,Diesel
46000,11.36,6,0,1,0,Diesel
41265,18.12,9,0,1,0,Diesel
95000,18.3,13,0,1,0,Diesel
37000,15.37,8,1,0,0,Petrol
35380,27.3,8,0,1,0,Diesel
36000,18.06,5,0,1,0,Diesel
95000,9.5,11,0,1,0,Diesel
72300,21.79,11,1,0,0,Petrol
21000,18.9,7,1,0,0,Petrol
56000,12.99,9,0,1,0,Diesel
50000,16.47,13,1,0,0,Petrol
34834,20.73,6,1,0,0,Petrol
60598,23.59,6,0,1,0,Diesel
15000,20.5,6,0,1,0,Diesel
74000,17.1,11,1,0,0,Petrol
100000,12.1,9,1,0,0,Petrol
35400,14.84,10,0,1,0,Diesel
96000,26.59,8,0,1,0,Diesel
59000,23.5,10,0,1,0,Diesel
21000,23.7,4,0,1,0,Diesel
120000,26.0,6,0,1,0,Diesel
59500,17.0,15,1,0,0,Petrol
70000,20.92,13,1,0,0,Petrol
43458,12.99,6,0,1,0,Diesel
58000,22.54,8,0,1,0,Diesel
66622,24.3,4,0,1,0,Diesel
80000,12.05,11,0,1,0,Diesel
65000,18.49,7,0,1,0,Diesel
100000,23.57,13,0,1,0,Diesel
80000,17.21,7,1,0,0,Petrol
30000,15.73,7,0,1,0,Diesel
38000,23.59,11,0,1,0,Diesel
60000,18.9,13,1,0,0,Petrol
15000,18.9,4,1,0,0,Petrol
30000,23.95,4,1,0,0,Petrol
60000,19.69,8,1,0,0,Petrol
34633,18.2,6,1,0,0,Petrol
70000,13.8,14,1,0,0,Petrol
65000,18.15,5,1,0,0,Petrol
10000,22.54,4,0,1,0,Diesel
49163,22.74,8,1,0,0,Petrol
120000,17.8,8,0,1,0,Diesel
50000,20.77,8,0,1,0,Diesel
70000,17.3,4,0,1,0,Diesel
127000,16.1,17,1,0,0,Petrol
100000,18.9,15,1,0,0,Petrol
110000,22.07,10,0,1,0,Diesel
45000,19.34,6,1,0,0,Petrol
74000,11.5,13,0,1,0,Diesel
56000,17.5,14,1,0,0,Petrol
70000,17.3,11,0,1,0,Diesel
30000,25.44,8,0,1,0,Diesel
73100,25.8,10,0,1,0,Diesel
26000,18.7,6,1,0,0,Petrol
23000,15.4,6,1,0,0,Petrol
8700,19.5,4,1,0,0,Petrol
30000,18.2,9,1,0,0,Petrol
122000,26.0,7,0,1,0,Diesel
49500,17.9,7,0,1,0,Diesel
20180,24.3,5,0,1,0,Diesel
120000,13.93,13,0,1,0,Diesel
72658,15.96,8,0,1,0,Diesel
60000,25.8,5,0,1,0,Diesel
40000,20.3,5,1,0,0,Petrol
56000,21.19,8,0,1,0,Diesel
46000,20.0,10,0,1,0,Diesel
40000,18.4,5,1,0,0,Petrol
37712,18.9,6,1,0,0,Petrol
58000,20.85,6,1,0,0,Petrol
4713,17.0,3,1,0,0,Petrol
49217,22.7,10,0,1,0,Diesel
70000,16.1,25,1,0,0,Petrol
62000,22.7,9,0,1,0,Diesel
62000,33.54,11,0,0,0,Petrol
100000,18.6,6,1,0,0,Petrol
2200,23.1,7,1,0,0,Petrol
58500,16.0,6,0,1,0,Diesel
64000,17.68,11,0,1,0,Diesel
64531,23.95,9,1,0,0,Petrol
83000,19.01,8,0,1,0,Diesel
47129,26.0,7,0,1,0,Diesel
9999,27.3,7,0,1,0,Diesel
49000,18.6,7,1,0,0,Petrol
28789,17.01,8,1,0,0,Petrol
70000,20.36,9,1,0,0,Petrol
27000,15.85,7,1,0,0,Petrol
120000,13.6,16,0,1,0,Diesel
15000,22.95,5,0,1,0,Diesel
59000,17.2,8,0,1,0,Diesel
120000,11.5,12,0,1,0,Diesel
45000,18.9,8,1,0,0,Petrol
77400,20.54,11,0,1,0,Diesel
20000,24.04,6,1,0,0,Petrol
71205,21.4,7,1,0,0,Petrol
23000,22.3,7,1,0,0,Petrol
50000,120.0,10,0,0,1,Electric
35000,19.5,4,1,0,0,Petrol
33000,19.56,6,1,0,0,Petrol
54591,25.8,8,0,1,0,Diesel
70001,12.99,7,0,1,0,Diesel
70000,15.0,12,0,1,0,Diesel
37865,16.95,9,1,0,0,Petrol
47000,16.36,5,0,1,0,Diesel
